FID,FID_H2_REN,nome_usina,proprietario,RIO,potencia_instalada_kw,ano_inicio_operacao,codigo_ceg_aneel,potencial_h2_t_ano,fonte_energia,FID_LM_Est,NM_REGIAO,CD_GCUF,NM_UF,NM_UF_SIGL,AR_MUN_201,longitude,latitude,fonte_dado,origem
335,1566,França,Companhia Brasileira de Alumínio,Rio Juquiá-Guaçu,29500.0,-378691200000.0,UHE.PH.SP.000990-3.01,8551,HIDRO,19,SUDESTE,35,São Paulo,SP,248219.627,-47.19505314199994,-23.94131742699995,EPE - Projetos_Onshore - Projetos_Onshore1,onshore
336,1617,Henry Borden,Empresa Metropolitana de Águas e Energia S/A.,Rio Pedras,889000.0,-1388534400000.0,UHE.PH.SP.001084-7.01,0,HIDRO,19,SUDESTE,35,São Paulo,SP,248219.627,-46.46208826699995,-23.86191494699992,EPE - Projetos_Onshore - Projetos_Onshore1,onshore
337,1693,Usina e Fábrica de Papelão Apucaraninha,Papelão Apucaraninha Ltda.,Rio Apucaraninha,858.0,-220924800000.0,UHE.PH.PR.002935-1.01,249,HIDRO,20,SUL,41,Paraná,PR,199307.939,-51.0251004789999,-23.75040726999996,EPE - Projetos_Onshore - Projetos_Onshore1,onshore
338,1286,Santa Terezinha,Usina de Açúcar Santa Terezinha Ltda., ,50500.0,1149033600000.0,UTE.AI.PR.028149-2.01,14638,BIOMASSA,20,SUL,41,Paraná,PR,199307.939,-52.87333455399994,-23.748009666,EPE - Projetos_Onshore - Projetos_Onshore1,onshore
339,1623,Pedreira (Elevatória/Potência de bombeamento 93.500 kW),Empresa Metropolitana de Águas e Energia  S.A.,Rio Pinheiros,93500.0,-2209161600000.0,UHE.PH.SP.002024-9.01,27101,HIDRO,19,SUDESTE,35,São Paulo,SP,248219.627,-46.674493919,-23.70327308099996,EPE - Projetos_Onshore - Projetos_Onshore1,onshore
340,1236,São João Biogás,São João Energia Ambiental S/A, ,21560.0,1206576000000.0,UTE.RU.SP.028648-6.01,6249,BIOMASSA,19,SUDESTE,35,São Paulo,SP,248219.627,-46.41525655399993,-23.63489866599998,EPE - Projetos_Onshore - Projetos_Onshore1,onshore
341,1552,Itupararanga,Companhia Brasileira de Alumínio,Rio Sorocaba,55000.0,-1767225600000.0,UHE.PH.SP.001196-7.01,15942,HIDRO,19,SUDESTE,35,São Paulo,SP,248219.627,-47.39716290999995,-23.61203362599993,EPE - Projetos_Onshore - Projetos_Onshore1,onshore
342,1303,Destilaria Melhoramentos,Companhia Melhoramentos Norte Do Paraná, ,18380.0,1021420800000.0,UTE.AI.PR.028074-7.01,5328,BIOMASSA,20,SUL,41,Paraná,PR,199307.939,-52.42850236099994,-23.56777222399996,EPE - Projetos_Onshore - Projetos_Onshore1,onshore
343,1757,Destilaria Melhoramentos, , ,21140.0,,UTE.AI.PR.028074-7.01,6128,BIOMASSA,20,SUL,41,Paraná,PR,199307.939,-52.42850222199992,-23.56777222199996,EPE - Projetos_Onshore - Projetos_Onshore1,onshore
344,272,Salesópolis,Cobuccio Energia Ltda.,Rio Tietê,1000.0,1228780800000.0,CGH.PH.SP.002570-4.02,290,HIDRO,19,SUDESTE,35,São Paulo,SP,248219.627,-45.83638888899994,-23.56333333299995,EPE - Projetos_Onshore - Projetos_Onshore1,onshore
345,1747,Barueri, , ,20000.0,,UTE.RU.SP.031070-0.01,5797,BIOMASSA,19,SUDESTE,35,São Paulo,SP,248219.627,-46.85194440000001,-23.52177777999994,EPE - Projetos_Onshore - Projetos_Onshore1,onshore
346,1276,Vista Alegre,Agro Industrial Vista Alegre Ltda., ,60000.0,1269475200000.0,UTE.AI.SP.028462-9.01,17391,BIOMASSA,19,SUDESTE,35,São Paulo,SP,248219.627,-48.12474455399995,-23.48905966599991,EPE - Projetos_Onshore - Projetos_Onshore1,onshore
347,1480,Bandeirantes,Biogás Energia Ambiental S.A., ,4624.0,1414972800000.0,UTE.RU.SP.031732-2.01,1340,BIOMASSA,19,SUDESTE,35,São Paulo,SP,248219.627,-46.75582363199997,-23.41978048099994,EPE - Projetos_Onshore - Projetos_Onshore1,onshore
348,1462,Tecipar,Tecipar Engenharia e Meio Ambiente Ltda., ,5704.0,1465603200000.0,UTE.RU.SP.035080-0.01,1653,BIOMASSA,19,SUDESTE,35,São Paulo,SP,248219.627,-46.95944444399995,-23.41666666699996,EPE - Projetos_Onshore - Projetos_Onshore1,onshore
349,1758,Tecipar, , ,1426.0,,UTE.RU.SP.035080-0.01,413,BIOMASSA,19,SUDESTE,35,São Paulo,SP,248219.627,-46.95944444399995,-23.41666666699996,EPE - Projetos_Onshore - Projetos_Onshore1,onshore
350,1590,Paraibuna,Companhia Energética de São Paulo,Rio Paraibuna,87020.0,261878400000.0,UHE.PH.SP.027122-5.01,25223,HIDRO,19,SUDESTE,35,São Paulo,SP,248219.627,-45.60055599999996,-23.41,EPE - Projetos_Onshore - Projetos_Onshore1,onshore
351,1499,Cdr Pedreira I,Veolia Energia LTDA., ,3120.0,1614816000000.0,UTE.RU.SP.048863-1.01,904,BIOMASSA,19,SUDESTE,35,São Paulo,SP,248219.627,-46.56249999999994,-23.40694444099996,EPE - Projetos_Onshore - Projetos_Onshore1,onshore
352,1528,Rasgão,Empresa Metropolitana de Águas e Energia S/A.,Rio Tietê,22000.0,-1398643200000.0,UHE.PH.SP.002187-3.01,6377,HIDRO,19,SUDESTE,35,São Paulo,SP,248219.627,-47.02960459299989,-23.38309329899995,EPE - Projetos_Onshore - Projetos_Onshore1,onshore
353,1709,Santa Branca,Light Energia S.A.,Rio Paraíba do Sul,56050.0,927244800000.0,UHE.PH.SP.002696-4.01,16246,HIDRO,19,SUDESTE,35,São Paulo,SP,248219.627,-45.8715138809999,-23.37350014599998,EPE - Projetos_Onshore - Projetos_Onshore1,onshore
354,1282,Usaciga,"Usaciga Açúcar, Álcool e Energia Elétrica S.A.", ,48600.0,1343692800000.0,UTE.AI.PR.029144-7.01,14087,BIOMASSA,20,SUL,41,Paraná,PR,199307.939,-52.90500000199991,-23.37260000000002,EPE - Projetos_Onshore - Projetos_Onshore1,onshore
355,1248,Termoverde Caieiras,Termoverde Caieiras Ltda., ,29547.0,1468540800000.0,UTE.RU.SP.031436-6.01,8564,BIOMASSA,19,SUDESTE,35,São Paulo,SP,248219.627,-46.77210273699998,-23.33844087399995,EPE - Projetos_Onshore - Projetos_Onshore1,onshore
356,208,Santa Adélia,Companhia Energética Tatuí Ltda.,Rio Sorocaba,1000.0,1146441600000.0,CGH.PH.SP.028186-7.01,290,HIDRO,19,SUDESTE,35,São Paulo,SP,248219.627,-47.76887252199995,-23.32752983499991,EPE - Projetos_Onshore - Projetos_Onshore1,onshore
357,1359,Bio Coopcana,SPE Bio Coopcana S.A., ,50000.0,1377648000000.0,UTE.AI.PR.028148-4.01,14493,BIOMASSA,20,SUL,41,Paraná,PR,199307.939,-52.48755192799994,-23.27075654799996,EPE - Projetos_Onshore - Projetos_Onshore1,onshore
358,1428,Geo Elétrica Tamboara,Geo Elétrica Tamboara Bioenergia SPE Ltda., ,7003.0,1354320000000.0,UTE.AI.PR.030724-6.01,2030,BIOMASSA,20,SUL,41,Paraná,PR,199307.939,-52.49213888899995,-23.26589722099997,EPE - Projetos_Onshore - Projetos_Onshore1,onshore
359,102,Boa Vista,Santa Cruz Geração de Energia S.A.,Ribeirão Boa Vista,640.0,-1798761600000.0,CGH.PH.SP.029628-7.01,186,HIDRO,19,SUDESTE,35,São Paulo,SP,248219.627,-49.46277829999996,-23.23478167199993,EPE - Projetos_Onshore - Projetos_Onshore1,onshore
360,1627,Jurumirim (Armando Avellanal Laydner),"Duke Energy International, Geração Paranapanema S/A.",Rio Paranapanema,100956.0,-229737600000.0,UHE.PH.SP.001285-8.01,29263,HIDRO,19,SUDESTE,35,São Paulo,SP,248219.627,-49.23040450799994,-23.21020542799997,EPE - Projetos_Onshore - Projetos_Onshore1,onshore
361,1529,Porto Góes,Empresa Metropolitana de Águas e Energia S.A.,Rio Tietê,24800.0,-1298851200000.0,UHE.PH.SP.002123-7.01,7188,HIDRO,19,SUDESTE,35,São Paulo,SP,248219.627,-47.29940615699999,-23.20940494599991,EPE - Projetos_Onshore - Projetos_Onshore1,onshore
362,1562,Jaguari,Companhia Energética de São Paulo,Rio Jaguari,27600.0,124416000000.0,UHE.PH.SP.027131-4.01,8000,HIDRO,19,SUDESTE,35,São Paulo,SP,248219.627,-46.02131538399991,-23.19298221699991,EPE - Projetos_Onshore - Projetos_Onshore1,onshore
363,1531,Paranapanema,Enel Green Power Paranapanema S.A.,Rio Paranapanema,31500.0,-410227200000.0,UHE.PH.SP.001972-0.01,9130,HIDRO,19,SUDESTE,35,São Paulo,SP,248219.627,-49.3844660189999,-23.18769352999993,EPE - Projetos_Onshore - Projetos_Onshore1,onshore
364,1636,Pirajú,Companhia Brasileira de Alumínio - CBA - Matriz,Rio Paranapanema,70000.0,1031788800000.0,UHE.PH.SP.002077-0.01,20290,HIDRO,19,SUDESTE,35,São Paulo,SP,248219.627,-49.37997116699997,-23.15423721400001,EPE - Projetos_Onshore - Projetos_Onshore1,onshore
365,1643,Chavantes,"Duke Energy International, Geração Paranapanema S.A.",Rio Paranapanema,414000.0,28771200000.0,UHE.PH.SP.000764-1.01,0,HIDRO,20,SUL,41,Paraná,PR,199307.939,-49.73295944399993,-23.12795664799999,EPE - Projetos_Onshore - Projetos_Onshore1,onshore
366,1438,Jacarezinho,Companhia Agrícola Usina Jacarezinho, ,8000.0,241920000000.0,UTE.AI.PR.028153-0.01,2319,BIOMASSA,20,SUL,41,Paraná,PR,199307.939,-49.94125681899996,-23.09315440699991,EPE - Projetos_Onshore - Projetos_Onshore1,onshore
367,1554,Ourinhos,Companhia Brasileira de Alumínio,Rio Paranapanema,44000.0,1133913600000.0,UHE.PH.SP.027872-6.01,12754,HIDRO,19,SUDESTE,35,São Paulo,SP,248219.627,-49.83806666699994,-23.06844166699994,EPE - Projetos_Onshore - Projetos_Onshore1,onshore
368,1209,Rio Pardo,Albioma Rio Pardo Termelétricas Ltda., ,60000.0,1256947200000.0,UTE.AI.SP.030065-9.01,17391,BIOMASSA,19,SUDESTE,35,São Paulo,SP,248219.627,-49.12639999999995,-23.06179999899992,EPE - Projetos_Onshore - Projetos_Onshore1,onshore
369,1338,Rafard,Bioenergia Rafard Ltda, ,50000.0,-915148800000.0,UTE.AI.SP.002903-3.01,14493,BIOMASSA,19,SUDESTE,35,São Paulo,SP,248219.627,-47.52019455399996,-22.9973496659999,EPE - Projetos_Onshore - Projetos_Onshore1,onshore
370,1362,Usina São Luiz,Usina São Luiz S.A., ,16000.0,988675200000.0,UTE.AI.SP.028060-7.01,4638,BIOMASSA,19,SUDESTE,35,São Paulo,SP,248219.627,-49.86857999699998,-22.97726805799994,EPE - Projetos_Onshore - Projetos_Onshore1,onshore
371,172,Rio Novo,Santa Cruz Geração de Energia S.A.,Rio Novo,974.43,-1924992000000.0,CGH.PH.SP.002428-7.02,282,HIDRO,19,SUDESTE,35,São Paulo,SP,248219.627,-48.97815601599993,-22.9586206299999,EPE - Projetos_Onshore - Projetos_Onshore1,onshore
372,246,Salto do Lobo,Companhia Energética Salto do Lobo Ltda.,Rio Pardo,1616.0,1019606400000.0,CGH.PH.SP.028585-4.02,468,HIDRO,19,SUDESTE,35,São Paulo,SP,248219.627,-48.73788246799997,-22.95380478999996,EPE - Projetos_Onshore - Projetos_Onshore1,onshore
373,1404,Canaã,Cocal Comércio Indústria Canaã Açúcar e Álcool, ,30000.0,1154995200000.0,UTE.AI.SP.029138-2.01,8696,BIOMASSA,19,SUDESTE,35,São Paulo,SP,248219.627,-47.60201000199996,-22.94271999199994,EPE - Projetos_Onshore - Projetos_Onshore1,onshore
374,1665,Canoas I,"Companhia Brasileira de Alumínio, Duke Energy International, Geração Paranapanema S.A.",Rio Paranapanema,82500.0,926208000000.0,UHE.PH.SP.000647-5.01,23913,HIDRO,19,SUDESTE,35,São Paulo,SP,248219.627,-50.51734713699993,-22.94129940199999,EPE - Projetos_Onshore - Projetos_Onshore1,onshore
375,1546,Canoas II,"Companhia Brasileira de Alumínio, Duke Energy International, Geração Paranapanema S.A.",Rio Paranapanema,72000.0,931824000000.0,UHE.PH.SP.027092-0.01,20870,HIDRO,20,SUL,41,Paraná,PR,199307.939,-50.25051920199994,-22.93798971099997,EPE - Projetos_Onshore - Projetos_Onshore1,onshore
376,1224,UJU,Usina Alto Alegre S.A. Açúcar e Álcool, ,30000.0,801964800000.0,UTE.AI.PR.028367-3.01,8696,BIOMASSA,20,SUL,41,Paraná,PR,199307.939,-51.95139589799994,-22.93118873699991,EPE - Projetos_Onshore - Projetos_Onshore1,onshore
377,1379,Furlan Avaré,Usina Açucareira Furlan  S.A., ,30000.0,1400716800000.0,UTE.AI.SP.031189-8.01,8696,BIOMASSA,19,SUDESTE,35,São Paulo,SP,248219.627,-48.929254746,-22.92363213299996,EPE - Projetos_Onshore - Projetos_Onshore1,onshore
378,1463,Tremembé,SPE Tremembe Energia Ltda., ,4278.0,1526342400000.0,UTE.RU.SP.040200-1.01,1240,BIOMASSA,19,SUDESTE,35,São Paulo,SP,248219.627,-45.6135805559999,-22.91541666699993,EPE - Projetos_Onshore - Projetos_Onshore1,onshore
379,1550,Salto Grande (Lucas Nogueira Garcez),"Duke Energy International, Geração Paranapanema S.A.",Rio Paranapanema,73800.0,-365731200000.0,UHE.PH.SP.002648-4.01,21391,HIDRO,20,SUL,41,Paraná,PR,199307.939,-49.99798631199994,-22.90389935599991,EPE - Projetos_Onshore - Projetos_Onshore1,onshore
380,1466,Arevale,Arevale Industria e Comércio de Artefatos de Concreto Ltda., ,2000.0,1417046400000.0,UTE.AI.SP.032860-0.01,580,BIOMASSA,19,SUDESTE,35,São Paulo,SP,248219.627,-45.33693735799994,-22.89160244099995,EPE - Projetos_Onshore - Projetos_Onshore1,onshore
381,1165,Tanquinho,100% para SPE CPFL SOLAR 1 ENERGIA S.A. (REG), ,1082.0,1582848000000.0,UFV.RS.SP.030977-0.01,314,UFV,19,SUDESTE,35,São Paulo,SP,248219.627,-47.04377999999993,-22.88337599999991,EPE - Projetos_Onshore - Projetos_Onshore1,onshore
382,126,Pari,Quatiara Energia S.A.,Rio Pari,1344.0,-1032825600000.0,CGH.PH.SP.001988-7.02,390,HIDRO,19,SUDESTE,35,São Paulo,SP,248219.627,-50.32941010099991,-22.88288920399995,EPE - Projetos_Onshore - Projetos_Onshore1,onshore
383,1214,Santa Terezinha Paranacity,Usina de Açúcar e Álcool Santa Terezinha Ltda, ,46000.0,1250899200000.0,UTE.AI.PR.028139-5.01,13333,BIOMASSA,20,SUL,41,Paraná,PR,199307.939,-52.17363455399992,-22.87240966599991,EPE - Projetos_Onshore - Projetos_Onshore1,onshore
384,1315,UFL,Usina Alto Alegre S/A Açúcar e Álcool, ,42000.0,1405036800000.0,UTE.AI.PR.031034-4.01,12174,BIOMASSA,20,SUL,41,Paraná,PR,199307.939,-51.37747899899995,-22.85850922999997,EPE - Projetos_Onshore - Projetos_Onshore1,onshore
385,1740,São Gonçalo, , ,8466.0,,UTE.RU.RJ.048949-2.01,2454,BIOMASSA,18,SUDESTE,33,Rio de Janeiro,RJ,43781.588,-42.98083333299997,-22.85666666599993,EPE - Projetos_Onshore - Projetos_Onshore1,onshore
386,1498,Destilaria Melhoramentos - Nova Londrina,Companhia Melhoramentos Norte do Paraná, ,7600.0,1637280000000.0,UTE.AI.PR.050872-1.01,2203,BIOMASSA,20,SUL,41,Paraná,PR,199307.939,-52.98918055199994,-22.80010833499991,EPE - Projetos_Onshore - Projetos_Onshore1,onshore
387,1425,Galvani,Galvani Indústria Comércio e Serciços S.A., ,11500.0,841536000000.0,UTE.AI.SP.001017-0.01,3333,BIOMASSA,19,SUDESTE,35,São Paulo,SP,248219.627,-47.12506283199993,-22.79900328499996,EPE - Projetos_Onshore - Projetos_Onshore1,onshore
388,1517,Macaco Branco,CPFL Geração de Energia S.A.,Rio Jaguari,2363.0,-1861920000000.0,UHE.PH.SP.001349-8.01,685,HIDRO,19,SUDESTE,35,São Paulo,SP,248219.627,-46.89956004399997,-22.79089462899998,EPE - Projetos_Onshore - Projetos_Onshore1,onshore
389,1223,Tarumã,Bioenergia Tarumã Ltda., ,24000.0,990316800000.0,UTE.AI.SP.028096-8.01,6957,BIOMASSA,19,SUDESTE,35,São Paulo,SP,248219.627,-50.54834122699995,-22.78500529499994,EPE - Projetos_Onshore - Projetos_Onshore1,onshore
390,1358,Usaçúcar - Terra Rica,Usina de Açúcar Santa Terezinha Ltda, ,16500.0,1255564800000.0,UTE.AI.PR.029780-1.01,4783,BIOMASSA,20,SUL,41,Paraná,PR,199307.939,-52.70404455399992,-22.78307966599996,EPE - Projetos_Onshore - Projetos_Onshore1,onshore
391,1447,Decasa,ENERCASA Energia Caiuá S.A., ,33000.0,1072915200000.0,UTE.AI.SP.028051-8.01,9565,BIOMASSA,19,SUDESTE,35,São Paulo,SP,248219.627,-50.112795975,-22.76734890499992,EPE - Projetos_Onshore - Projetos_Onshore1,onshore
392,1258,Água Bonita,Destilaria Água Bonita Ltda., ,17000.0,1149206400000.0,UTE.AI.SP.027891-2.01,4928,BIOMASSA,19,SUDESTE,35,São Paulo,SP,248219.627,-50.59850900399995,-22.740733554,EPE - Projetos_Onshore - Projetos_Onshore1,onshore
393,98,Central GH Engenheiro Bernardo Figueiredo,Monte Azul Empreendimentos Imobiliários e Geração de Energia Ltda.,Rio Jaguari,2250.0,-605923200000.0,CGH.PH.SP.000884-2.01,652,HIDRO,19,SUDESTE,35,São Paulo,SP,248219.627,-46.93738473299992,-22.74007449899991,EPE - Projetos_Onshore - Projetos_Onshore1,onshore
394,116,Isabel,SZO Empreendimentos Ltda - ME,Rio Sacatrapo,3168.0,-1725321600000.0,CGH.PH.SP.001148-7.03,918,HIDRO,19,SUDESTE,35,São Paulo,SP,248219.627,-45.45211587499997,-22.72751309699992,EPE - Projetos_Onshore - Projetos_Onshore1,onshore
395,1350,USI (Antiga Unidade Santo Inácio - USI),Usina Alto Alegre  S.A.  Açúcar e Álcool, ,70000.0,1190160000000.0,UTE.AI.PR.029575-2.01,20290,BIOMASSA,20,SUL,41,Paraná,PR,199307.939,-51.77740003999995,-22.70879988899995,EPE - Projetos_Onshore - Projetos_Onshore1,onshore
396,1681,Fontes Nova,Light Energia S.A.,Ribeirão das Lajes,131988.0,-946771200000.0,UHE.PH.RJ.000973-3.01,38257,HIDRO,18,SUDESTE,33,Rio de Janeiro,RJ,43781.588,-43.86444444399996,-22.69138888899989,EPE - Projetos_Onshore - Projetos_Onshore1,onshore
397,1664,Pereira Passos,Light Energia S.A.,Ribeirão das Lajes,99900.0,-252460800000.0,UHE.PH.RJ.002043-5.01,28957,HIDRO,18,SUDESTE,33,Rio de Janeiro,RJ,43781.588,-43.82361111099994,-22.68666666699997,EPE - Projetos_Onshore - Projetos_Onshore1,onshore
398,1560,Nilo Peçanha,Light Energia S.A.,Rio Piraí,380030.0,-536457600000.0,UHE.PH.RJ.001536-9.01,0,HIDRO,18,SUDESTE,33,Rio de Janeiro,RJ,43781.588,-43.87327509899991,-22.68330444599996,EPE - Projetos_Onshore - Projetos_Onshore1,onshore
399,1235,Nova Iguaçu,Nova Iguaçu Energia e Gás Renovável Ltda., ,16932.0,1557187200000.0,UTE.RU.RJ.040566-3.01,4908,BIOMASSA,18,SUDESTE,33,Rio de Janeiro,RJ,43781.588,-43.47745447799999,-22.67522087899992,EPE - Projetos_Onshore - Projetos_Onshore1,onshore
400,66,Sodré,Construtora Kamilos Ltda.,Rio Piagui,1012.0,1364774400000.0,CGH.PH.SP.031099-9.01,293,HIDRO,19,SUDESTE,35,São Paulo,SP,248219.627,-45.30924182899999,-22.66475503999995,EPE - Projetos_Onshore - Projetos_Onshore1,onshore
401,97,Ribeirão do Pinhal,Companhia Energética Salto do Lobo Ltda.,Ribeirão do Pinhal,1200.0,1058227200000.0,CGH.PH.SP.002238-1.02,348,HIDRO,19,SUDESTE,35,São Paulo,SP,248219.627,-47.27800740699994,-22.66029788499993,EPE - Projetos_Onshore - Projetos_Onshore1,onshore
402,1298,Ester,"Usina Açucareira Ester S.A., Lacenas Participações Ltda.", ,46400.0,-504921600000.0,UTE.AI.SP.000912-1.01,13449,BIOMASSA,19,SUDESTE,35,São Paulo,SP,248219.627,-47.21090002899999,-22.65729996199995,EPE - Projetos_Onshore - Projetos_Onshore1,onshore
403,1679,Capivara (Escola de Engenharia Mackenzie),"Duke Energy International, Geração Paranapanema S.A.",Rio Paranapanema,643000.0,226800000000.0,UHE.PH.SP.000657-2.01,0,HIDRO,19,SUDESTE,35,São Paulo,SP,248219.627,-51.35708795299998,-22.6546865629999,EPE - Projetos_Onshore - Projetos_Onshore1,onshore
404,1269,Usi Bio,Usina Alto Alegre S.A. Açúcar e Álcool, ,35000.0,1433376000000.0,UTE.AI.PR.031968-6.01,10145,BIOMASSA,20,SUL,41,Paraná,PR,199307.939,-51.79771380199993,-22.65241460999994,EPE - Projetos_Onshore - Projetos_Onshore1,onshore
405,1312,Costa Pinto,Bioenergia Costa Pinto Ltda, ,75000.0,231292800000.0,UTE.AI.SP.028221-9.01,21739,BIOMASSA,19,SUDESTE,35,São Paulo,SP,248219.627,-47.67492455399999,-22.63570966599995,EPE - Projetos_Onshore - Projetos_Onshore1,onshore
406,1724,Vigário (Elevatória/Potência de bombeamento 90.820 kW),Light Energia S.A.,Rio Piraí,90820.0,-568080000000.0,UHE.PH.RJ.002982-3.01,26325,HIDRO,18,SUDESTE,33,Rio de Janeiro,RJ,43781.588,-43.89562360699994,-22.63019987499997,EPE - Projetos_Onshore - Projetos_Onshore1,onshore
407,1732,Barra Grande 2, , ,70000.0,,UTE.AI.SP.051532-9.01,20290,BIOMASSA,19,SUDESTE,35,São Paulo,SP,248219.627,-48.75214700000001,-22.62901699999998,EPE - Projetos_Onshore - Projetos_Onshore1,onshore
408,1297,Barra Grande de Lençóis,Usina Barra Grande de Lençóis S.A., ,62900.0,1052870400000.0,UTE.AI.SP.027055-5.01,18232,BIOMASSA,19,SUDESTE,35,São Paulo,SP,248219.627,-48.75681591999996,-22.62529357999992,EPE - Projetos_Onshore - Projetos_Onshore1,onshore
409,1240,Caarapó,Bioenergia Caarapó Ltda., ,114000.0,1273795200000.0,UTE.AI.MS.030104-3.01,33043,BIOMASSA,22,CENTRO-OESTE,50,Mato Grosso do Sul,MS,357145.531,-54.68484255399996,-22.61045366499997,EPE - Projetos_Onshore - Projetos_Onshore1,onshore
410,1540,Socorro,Mohini Empreendimentos e Participações Ltda.,Rio do Peixe,1000.0,-2209161600000.0,UHE.PH.SP.002762-6.01,290,HIDRO,19,SUDESTE,35,São Paulo,SP,248219.627,-46.50602161499997,-22.60581721599995,EPE - Projetos_Onshore - Projetos_Onshore1,onshore
411,1631,Rosana,"Duke Energy International, Geração Paranapanema S.A.",Rio Paranapanema,354000.0,548467200000.0,UHE.PH.SP.002555-0.01,0,HIDRO,20,SUL,41,Paraná,PR,199307.939,-52.8694439999999,-22.59999999999994,EPE - Projetos_Onshore - Projetos_Onshore1,onshore
412,1745,Cidade do Livro, , ,80000.0,,UTE.FL.SP.040580-9.01,23188,BIOMASSA,19,SUDESTE,35,São Paulo,SP,248219.627,-48.74943349999994,-22.59084658999993,EPE - Projetos_Onshore - Projetos_Onshore1,onshore
413,1305,Iracema,São Martinho S.A., ,14000.0,-2038348800000.0,UTE.AI.SP.001142-8.01,4058,BIOMASSA,19,SUDESTE,35,São Paulo,SP,248219.627,-47.52161455399994,-22.58236966599994,EPE - Projetos_Onshore - Projetos_Onshore1,onshore
414,128,Limoeiro,Limoeiro Energia S.A.,Rio Cachoeirinha,1250.0,1441411200000.0,CGH.PH.MG.030983-4.01,362,HIDRO,16,SUDESTE,31,Minas Gerais,MG,586520.732,-46.41181824200002,-22.573661412,EPE - Projetos_Onshore - Projetos_Onshore1,onshore
415,1420,Maracaí,Bioenergia Maracaí Ltda, ,46820.0,960854400000.0,UTE.AI.SP.001405-2.01,13571,BIOMASSA,19,SUDESTE,35,São Paulo,SP,248219.627,-50.64415455399997,-22.57108966600002,EPE - Projetos_Onshore - Projetos_Onshore1,onshore
416,148,Cachoeirinha,Cachoeirinha Energia S.A.,Rio da Cachoeirinha,1250.0,1441065600000.0,CGH.PH.MG.030242-2.01,362,HIDRO,16,SUDESTE,31,Minas Gerais,MG,586520.732,-46.40994052299991,-22.57046400499994,EPE - Projetos_Onshore - Projetos_Onshore1,onshore
417,1373,Paranapanema,UMOE Bioenergy S.A, ,60000.0,1339804800000.0,UTE.AI.SP.030561-8.01,17391,BIOMASSA,19,SUDESTE,35,São Paulo,SP,248219.627,-51.81886788699998,-22.54628744400001,EPE - Projetos_Onshore - Projetos_Onshore1,onshore
418,1671,Taquaruçu (Escola Politécnica),"Duke Energy International, Geração Paranapanema S.A.",Rio Paranapanema,525000.0,721526400000.0,UHE.PH.SP.002821-5.01,0,HIDRO,19,SUDESTE,35,São Paulo,SP,248219.627,-52.00024984299995,-22.5436691089999,EPE - Projetos_Onshore - Projetos_Onshore1,onshore
419,1733,Bracell, , ,160000.0,,UTE.FL.SP.043249-0.01,46377,BIOMASSA,19,SUDESTE,35,São Paulo,SP,248219.627,-48.81499999999994,-22.54138888899998,EPE - Projetos_Onshore - Projetos_Onshore1,onshore
420,1405,Lwarcel (Antiga Lençóis Paulista),Lwarcel Celulose Ltda, ,38000.0,536457600000.0,UTE.FL.SP.028620-6.01,11014,BIOMASSA,19,SUDESTE,35,São Paulo,SP,248219.627,-48.79942355399997,-22.54017666599995,EPE - Projetos_Onshore - Projetos_Onshore1,onshore
421,173,Andorinhas II,Fábricas Unidas Energia Ltda.,Rio Chiqueiro e Rio Andorinhas,686.0,1393632000000.0,CGH.PH.RJ.000769-2.01,199,HIDRO,18,SUDESTE,33,Rio de Janeiro,RJ,43781.588,-43.03922126999994,-22.53254131699996,EPE - Projetos_Onshore - Projetos_Onshore1,onshore
422,1612,Funil,Furnas Centrais Elétricas S.A.,Rio Paraíba do Sul,216000.0,6739200000.0,UHE.PH.RJ.027118-7.01,62609,HIDRO,18,SUDESTE,33,Rio de Janeiro,RJ,43781.588,-44.56793130999996,-22.52881286799993,EPE - Projetos_Onshore - Projetos_Onshore1,onshore
