FID,FID_H2_REN,nome_usina,proprietario,RIO,potencia_instalada_kw,ano_inicio_operacao,codigo_ceg_aneel,potencial_h2_t_ano,fonte_energia,FID_LM_Est,NM_REGIAO,CD_GCUF,NM_UF,NM_UF_SIGL,AR_MUN_201,longitude,latitude,fonte_dado,origem
764,1583,Engenheiro José Luiz Muller de Godoy Pereira (Antiga Foz do Rio Claro),Foz do Rio Claro Energia S.A.,Rio Claro,68400.0,1280966400000.0,UHE.PH.GO.029455-1.01,19826,HIDRO,24,CENTRO-OESTE,52,Goiás,GO,340106.492,-50.64569832399998,-19.11711152899998,EPE - Projetos_Onshore - Projetos_Onshore1,onshore
765,1708,Porto Estrela,"Aliança Geração de Energia S.A., Coteminas S.A.",Rio Santo Antônio,112000.0,999561600000.0,UHE.PH.MG.027196-9.01,32464,HIDRO,16,SUDESTE,31,Minas Gerais,MG,586520.732,-42.66251728099999,-19.11590557199994,EPE - Projetos_Onshore - Projetos_Onshore1,onshore
766,1440,Vale do São Simão,Companhia Energética Vale do São Simão, ,55000.0,1287619200000.0,UTE.AI.MG.030046-2.01,15942,BIOMASSA,16,SUDESTE,31,Minas Gerais,MG,586520.732,-50.36258755399993,-19.06567666499995,EPE - Projetos_Onshore - Projetos_Onshore1,onshore
767,182,Cachoeira da Onça,Santa Maria Geração e Transmissão de Energia S.A.,Rio São José,900.0,78710400000.0,CGH.PH.ES.000428-6.01,261,HIDRO,17,SUDESTE,32,Espirito Santo,ES,46086.907,-40.54039267099993,-19.04433755299995,EPE - Projetos_Onshore - Projetos_Onshore1,onshore
768,1654,Baguari,"Baguari Energia S.A., Baguari I Geração de Energia Elétrica S.A.",Rio Doce,140000.0,1252454400000.0,UHE.PH.MG.029453-5.01,40580,HIDRO,16,SUDESTE,31,Minas Gerais,MG,586520.732,-42.12489562199996,-19.02156872099997,EPE - Projetos_Onshore - Projetos_Onshore1,onshore
769,1620,São Simão,UHE São Simão Energia S.A.,Rio Paranaíba,1710000.0,252460800000.0,UHE.PH.GO.002704-9.01,0,HIDRO,24,CENTRO-OESTE,52,Goiás,GO,340106.492,-50.49916699999991,-19.01805599999993,EPE - Projetos_Onshore - Projetos_Onshore1,onshore
770,1333,Vetorial Corumbá,Vetorial Siderurgia Ltda., ,10000.0,1255132800000.0,UTE.FL.MS.030384-4.01,2899,BIOMASSA,22,CENTRO-OESTE,50,Mato Grosso do Sul,MS,357145.531,-57.648985,-19.00637499999996,EPE - Projetos_Onshore - Projetos_Onshore1,onshore
771,243,Córrego Ger,Hidroelétrica Córrego Ltda.,Rio Indaiá Grande,4176.0,1556668800000.0,CGH.PH.MS.044877-0.01,1210,HIDRO,22,CENTRO-OESTE,50,Mato Grosso do Sul,MS,357145.531,-52.60516111099999,-18.97928333299997,EPE - Projetos_Onshore - Projetos_Onshore1,onshore
772,1417,Ituiutaba,BP Bioenergia Ituiutaba S.A., ,56000.0,1274918400000.0,UTE.AI.MG.030094-2.01,16232,BIOMASSA,16,SUDESTE,31,Minas Gerais,MG,586520.732,-49.46223518899997,-18.97306768099994,EPE - Projetos_Onshore - Projetos_Onshore1,onshore
773,281,Salto Morais,CEMIG Geração e Transmissão S.A.,Rio Tijuco,2394.0,-410227200000.0,CGH.PH.MG.002656-5.02,694,HIDRO,16,SUDESTE,31,Minas Gerais,MG,586520.732,-49.38268361099995,-18.95018277799994,EPE - Projetos_Onshore - Projetos_Onshore1,onshore
774,1628,Miranda,Companhia Energética Miranda,Rio Araguari,408000.0,896486400000.0,UHE.PH.MG.001469-9.01,0,HIDRO,16,SUDESTE,31,Minas Gerais,MG,586520.732,-48.0409073449999,-18.910407768,EPE - Projetos_Onshore - Projetos_Onshore1,onshore
775,1473,Uberlândia,Energas Geração de Energia Ltda., ,4278.0,1322697600000.0,UTE.RU.MG.030728-9.01,1240,BIOMASSA,16,SUDESTE,31,Minas Gerais,MG,586520.732,-48.32088333199992,-18.880302768,EPE - Projetos_Onshore - Projetos_Onshore1,onshore
776,1673,Retiro Baixo,Retiro Baixo Energética S.A.,Rio Paraopeba,83657.0,1267574400000.0,UHE.PH.MG.029457-8.01,24248,HIDRO,16,SUDESTE,31,Minas Gerais,MG,586520.732,-44.77613074299997,-18.87941162499989,EPE - Projetos_Onshore - Projetos_Onshore1,onshore
777,1207,Algar Agro,CRONOS INDÚSTRIA E COMÉRCIO LTDA, ,8950.0,1516752000000.0,UTE.FL.MG.035567-4.01,2594,BIOMASSA,16,SUDESTE,31,Minas Gerais,MG,586520.732,-48.27768134699994,-18.86196031999997,EPE - Projetos_Onshore - Projetos_Onshore1,onshore
778,1737,LD Celulose, , ,202700.0,,UTE.FL.MG.040854-9.01,58754,BIOMASSA,16,SUDESTE,31,Minas Gerais,MG,586520.732,-47.91822777799999,-18.83704166699992,EPE - Projetos_Onshore - Projetos_Onshore1,onshore
779,1107,Guimarania 1,100% para GUIMARANIA I SOLAR SPE S.A. (PIE), ,31000.0,1544572800000.0,UFV.RS.MG.034073-1.01,8986,UFV,16,SUDESTE,31,Minas Gerais,MG,586520.732,-46.67449000699994,-18.82436391699998,EPE - Projetos_Onshore - Projetos_Onshore1,onshore
780,1108,Guimarania 2,100% para GUIMARANIA II SOLAR SPE S.A. (PIE), ,31000.0,1544572800000.0,UFV.RS.MG.034074-0.01,8986,UFV,16,SUDESTE,31,Minas Gerais,MG,586520.732,-46.69061802299998,-18.81661111699995,EPE - Projetos_Onshore - Projetos_Onshore1,onshore
781,1611,Martins,CEMIG Geração Oeste S.A.,Rio Uberabinha,7700.0,-2209161600000.0,UHE.PH.MG.001427-3.01,2232,HIDRO,16,SUDESTE,31,Minas Gerais,MG,586520.732,-48.38717443699993,-18.81085275699992,EPE - Projetos_Onshore - Projetos_Onshore1,onshore
782,1696,Salto,Rio Verde Energia S.A.,Rio Verde,116000.0,1274745600000.0,UHE.PH.GO.028758-0.01,33623,HIDRO,24,CENTRO-OESTE,52,Goiás,GO,340106.492,-51.17098633499994,-18.80818104699993,EPE - Projetos_Onshore - Projetos_Onshore1,onshore
783,1254,Iaco Agrícola,Iaco Agrícola S.A., ,71500.0,1408492800000.0,UTE.AI.MS.030269-4.01,20725,BIOMASSA,22,CENTRO-OESTE,50,Mato Grosso do Sul,MS,357145.531,-52.90986666899997,-18.80008332899997,EPE - Projetos_Onshore - Projetos_Onshore1,onshore
784,252,Dona Enedina,Decs Energia Ltda.,Rio Corrente Grande,1000.0,1485907200000.0,CGH.PH.MG.037400-8.01,290,HIDRO,16,SUDESTE,31,Minas Gerais,MG,586520.732,-42.82274765399993,-18.78980467099994,EPE - Projetos_Onshore - Projetos_Onshore1,onshore
785,1565,Amador Aguiar I (Antiga Capim Branco I),"Aliança Geração de Energia S.A., Votorantim Metais Zinco S.A.",Rio Araguari,240000.0,1140480000000.0,UHE.PH.MG.027483-6.01,69565,HIDRO,16,SUDESTE,31,Minas Gerais,MG,586520.732,-48.14859863099993,-18.78913732499997,EPE - Projetos_Onshore - Projetos_Onshore1,onshore
786,1296,Santa Vitória,ERB MG Energias S.A, ,41400.0,1435190400000.0,UTE.AI.MG.031268-1.01,12000,BIOMASSA,16,SUDESTE,31,Minas Gerais,MG,586520.732,-50.22396764899996,-18.77092283999995,EPE - Projetos_Onshore - Projetos_Onshore1,onshore
787,1744,Triângulo, , ,40000.0,,UTE.AI.MG.050155-7.01,11594,BIOMASSA,16,SUDESTE,31,Minas Gerais,MG,586520.732,-48.61130602999994,-18.75633952999992,EPE - Projetos_Onshore - Projetos_Onshore1,onshore
788,1504,Energética Tupaciguara (Antiga Central Energética Tupaciguara),Central Energética Tupaciguara Ltda., ,35000.0,1590796800000.0,UTE.AI.MG.038176-4.01,10145,BIOMASSA,16,SUDESTE,31,Minas Gerais,MG,586520.732,-48.61180555199997,-18.75569610499997,EPE - Projetos_Onshore - Projetos_Onshore1,onshore
789,1330,Bioenergética Aroeira,Bioenergética Aroeira S.A., ,16000.0,1404259200000.0,UTE.AI.MG.030313-5.01,4638,BIOMASSA,16,SUDESTE,31,Minas Gerais,MG,586520.732,-48.61297338199996,-18.75548182399992,EPE - Projetos_Onshore - Projetos_Onshore1,onshore
790,1668,Barra dos Coqueiros,Gerdau Aços Longos S.A.,Rio Claro,90000.0,1276905600000.0,UHE.PH.GO.028757-1.01,26087,HIDRO,24,CENTRO-OESTE,52,Goiás,GO,340106.492,-51.00279929499989,-18.7217258759999,EPE - Projetos_Onshore - Projetos_Onshore1,onshore
791,1674,Tronqueiras,CEMIG Geração Leste S.A.,Rio Tronqueiras,8500.0,-2209161600000.0,UHE.PH.MG.002886-0.01,2464,HIDRO,16,SUDESTE,31,Minas Gerais,MG,586520.732,-42.2628742919999,-18.71899192199991,EPE - Projetos_Onshore - Projetos_Onshore1,onshore
792,55,Pissarrão,CEMIG Geração e Transmissão S.A.,Ribeirão Piçarrão,800.0,-1420070400000.0,CGH.PH.MG.002055-9.01,232,HIDRO,16,SUDESTE,31,Minas Gerais,MG,586520.732,-48.09670222699999,-18.68706371399996,EPE - Projetos_Onshore - Projetos_Onshore1,onshore
793,1393,Selecta,Sementes Selecta S.A., ,11400.0,1302307200000.0,UTE.AI.MG.030450-6.01,3304,BIOMASSA,16,SUDESTE,31,Minas Gerais,MG,586520.732,-48.15805555400001,-18.68305555699997,EPE - Projetos_Onshore - Projetos_Onshore1,onshore
794,1598,Espora,Espora Energética S.A.,Rio Corrente,32000.0,1157587200000.0,UHE.PH.GO.000908-3.01,9275,HIDRO,24,CENTRO-OESTE,52,Goiás,GO,340106.492,-51.86555555599998,-18.67583333299996,EPE - Projetos_Onshore - Projetos_Onshore1,onshore
795,1638,Amador Aguiar II (Antiga Capim Branco II),"Aliança Geração de Energia S.A., Votorantim Metais Zinco S.A.",Rio Araguari,210000.0,1173398400000.0,UHE.PH.MG.027484-4.01,60870,HIDRO,16,SUDESTE,31,Minas Gerais,MG,586520.732,-48.43677000299992,-18.65915555299991,EPE - Projetos_Onshore - Projetos_Onshore1,onshore
796,1220,Boa Vista,Usina Boa Vista S.A., ,80000.0,1216684800000.0,UTE.AI.GO.029588-4.01,23188,BIOMASSA,24,CENTRO-OESTE,52,Goiás,GO,340106.492,-50.434779057,-18.54617516799995,EPE - Projetos_Onshore - Projetos_Onshore1,onshore
797,1341,Unidade de Bioenergia Costa Rica,OER Mineiros Energia S.A. e Companhia Brasileira de Energia Renovável - BRENCO, ,79828.0,1321920000000.0,UTE.AI.MS.030037-3.01,23139,BIOMASSA,22,CENTRO-OESTE,50,Mato Grosso do Sul,MS,357145.531,-53.13304694499996,-18.54354805500001,EPE - Projetos_Onshore - Projetos_Onshore1,onshore
798,1605,Caçu,Gerdau Aços Longos S.A.,Rio Claro,65000.0,1279929600000.0,UHE.PH.GO.028756-3.01,18841,HIDRO,24,CENTRO-OESTE,52,Goiás,GO,340106.492,-51.14858008299993,-18.53226100199995,EPE - Projetos_Onshore - Projetos_Onshore1,onshore
799,111,Santa Luzia,CEMIG Geração e Transmissão S.A.,Rio Piedade,704.0,-2209161600000.0,CGH.PH.MG.027421-6.01,204,HIDRO,16,SUDESTE,31,Minas Gerais,MG,586520.732,-49.21583963599991,-18.52497792899997,EPE - Projetos_Onshore - Projetos_Onshore1,onshore
800,1559,Cachoeira Dourada,Centrais Elétricas Cachoeira Dourada,Rio Paranaíba,658000.0,-347155200000.0,UHE.PH.GO.000528-2.01,0,HIDRO,16,SUDESTE,31,Minas Gerais,MG,586520.732,-49.49021968199993,-18.50432742599993,EPE - Projetos_Onshore - Projetos_Onshore1,onshore
801,1261,Cachoeira Dourada,SJC Bioenergia Ltda, ,40000.0,1358553600000.0,UTE.AI.GO.030033-0.01,11594,BIOMASSA,24,CENTRO-OESTE,52,Goiás,GO,340106.492,-49.64453455399999,-18.49445410999995,EPE - Projetos_Onshore - Projetos_Onshore1,onshore
802,64,Lages-Cemig,Cemig Geração e Transmissão S.A.,Ribeirão da Laje,680.0,-473385600000.0,CGH.PH.MG.002225-0.01,197,HIDRO,16,SUDESTE,31,Minas Gerais,MG,586520.732,-46.92779202499999,-18.49052496599993,EPE - Projetos_Onshore - Projetos_Onshore1,onshore
803,242,Dourados,PCH Dourados Usina Ltda.,Rio Dourados,990.0,1531958400000.0,CGH.PH.MG.029271-0.01,287,HIDRO,16,SUDESTE,31,Minas Gerais,MG,586520.732,-47.42722222199999,-18.48194444399998,EPE - Projetos_Onshore - Projetos_Onshore1,onshore
804,1260,Porto das Águas,Cerradinho Bioenergia S.A., ,160000.0,1321574400000.0,UTE.AI.GO.029999-5.01,46377,BIOMASSA,24,CENTRO-OESTE,52,Goiás,GO,340106.492,-52.60232498299999,-18.46909917999995,EPE - Projetos_Onshore - Projetos_Onshore1,onshore
805,1243,Alcon,Companhia de Álcool Conceição da Barra S.A., ,33000.0,996624000000.0,UTE.AI.ES.029150-1.01,9565,BIOMASSA,17,SUDESTE,32,Espirito Santo,ES,46086.907,-39.94535520399999,-18.45735773499995,EPE - Projetos_Onshore - Projetos_Onshore1,onshore
806,1685,Emborcação,CEMIG Geração e Transmissão S.A.,Rio Paranaíba,1192000.0,397094400000.0,UHE.PH.MG.027115-2.01,0,HIDRO,16,SUDESTE,31,Minas Gerais,MG,586520.732,-47.984777712,-18.45234934099998,EPE - Projetos_Onshore - Projetos_Onshore1,onshore
807,1227,Bio Alvorada,SPE Bio Alvorada S.A., ,50000.0,1383955200000.0,UTE.AI.MG.030975-3.01,14493,BIOMASSA,16,SUDESTE,31,Minas Gerais,MG,586520.732,-49.19010048800001,-18.4411221999999,EPE - Projetos_Onshore - Projetos_Onshore1,onshore
808,1219,Quirinópolis,SJC Bioenergia Ltda., ,80000.0,1195689600000.0,UTE.AI.GO.029268-0.01,23188,BIOMASSA,24,CENTRO-OESTE,52,Goiás,GO,340106.492,-50.44173455399996,-18.42520966599993,EPE - Projetos_Onshore - Projetos_Onshore1,onshore
809,1704,Itumbiara,Furnas Centrais Elétricas S.A.,Rio Paranaíba,2082000.0,325382400000.0,UHE.PH.MG.001194-0.01,0,HIDRO,16,SUDESTE,31,Minas Gerais,MG,586520.732,-49.09858033999994,-18.40709440699995,EPE - Projetos_Onshore - Projetos_Onshore1,onshore
810,1327,Caramuru Itumbiara,Caramuru Alimentos Ltda., ,8500.0,1502928000000.0,UTE.AI.GO.035527-5.01,2464,BIOMASSA,24,CENTRO-OESTE,52,Goiás,GO,340106.492,-49.20444444399996,-18.39083333299992,EPE - Projetos_Onshore - Projetos_Onshore1,onshore
811,1310,Serranópolis,Energética Serranópolis Ltda., ,8600.0,1331769600000.0,UTE.AI.GO.029989-8.01,2493,BIOMASSA,24,CENTRO-OESTE,52,Goiás,GO,340106.492,-52.10638888799998,-18.38361111099992,EPE - Projetos_Onshore - Projetos_Onshore1,onshore
812,1431,Itumbiara,BP Bioenergia Itumbiara S.A., ,61500.0,1275091200000.0,UTE.AI.GO.030090-0.01,17826,BIOMASSA,24,CENTRO-OESTE,52,Goiás,GO,340106.492,-49.26053455399996,-18.36900966599998,EPE - Projetos_Onshore - Projetos_Onshore1,onshore
813,1328,WD,WD Agroindustrial Ltda., ,46000.0,578448000000.0,UTE.AI.MG.029122-6.01,13333,BIOMASSA,16,SUDESTE,31,Minas Gerais,MG,586520.732,-45.99069999999995,-18.21528000099993,EPE - Projetos_Onshore - Projetos_Onshore1,onshore
814,1619,Três Marias,CEMIG Geração Três Marias S.A.,Rio São Francisco,396000.0,-252460800000.0,UHE.PH.MG.027113-6.01,0,HIDRO,16,SUDESTE,31,Minas Gerais,MG,586520.732,-45.25872085099999,-18.21520225399998,EPE - Projetos_Onshore - Projetos_Onshore1,onshore
815,1408,Goiasa,Goiatuba Álcool  Ltda., ,46520.0,1128038400000.0,UTE.AI.GO.028118-2.01,13484,BIOMASSA,24,CENTRO-OESTE,52,Goiás,GO,340106.492,-49.67077183499999,-18.07075777399992,EPE - Projetos_Onshore - Projetos_Onshore1,onshore
816,1713,Serra do Facão,Serra do Facão Energia S.A.,Rio São Marcos,212580.0,1278979200000.0,UHE.PH.GO.028355-0.01,61617,HIDRO,24,CENTRO-OESTE,52,Goiás,GO,340106.492,-47.67489041600001,-18.04597520699994,EPE - Projetos_Onshore - Projetos_Onshore1,onshore
817,1074,Vazante 1,100% para Vazante I Energias Renováveis S.A. (PIE), ,27000.0,1513382400000.0,UFV.RS.MG.032339-0.01,7826,UFV,16,SUDESTE,31,Minas Gerais,MG,586520.732,-46.89709077699995,-18.04498856799993,EPE - Projetos_Onshore - Projetos_Onshore1,onshore
818,1239,Suzano Mucuri (Antiga Bahia Sul),Suzano Papel e Celulose S.A., ,214080.0,699408000000.0,UTE.FL.BA.000187-2.01,62052,BIOMASSA,15,NORDESTE,29,Bahia,BA,564732.45,-39.91966083099989,-18.04246214499997,EPE - Projetos_Onshore - Projetos_Onshore1,onshore
819,1073,Vazante 2,100% para Vazante II Energias Renováveis S.A. (PIE), ,27000.0,1512604800000.0,UFV.RS.MG.032340-3.01,7826,UFV,16,SUDESTE,31,Minas Gerais,MG,586520.732,-46.89218132499999,-18.04183886499991,EPE - Projetos_Onshore - Projetos_Onshore1,onshore
820,1064,Vazante 3,100% para Vazante III Energias Renováveis S.A. (PIE), ,27000.0,1512604800000.0,UFV.RS.MG.032341-1.01,7826,UFV,16,SUDESTE,31,Minas Gerais,MG,586520.732,-46.89427328299997,-18.03754959399993,EPE - Projetos_Onshore - Projetos_Onshore1,onshore
821,1710,Corumbá I,Furnas Centrais Elétricas S.A.,Rio Corumbá,375000.0,846720000000.0,UHE.PH.GO.000866-4.01,0,HIDRO,24,CENTRO-OESTE,52,Goiás,GO,340106.492,-48.53231848199997,-17.9878602499999,EPE - Projetos_Onshore - Projetos_Onshore1,onshore
822,1383,Vale do Verdão,Vale do Verdão S.A  - Açúcar e Álcool, ,23400.0,1042156800000.0,UTE.AI.GO.028116-6.01,6783,BIOMASSA,24,CENTRO-OESTE,52,Goiás,GO,340106.492,-50.30683455399993,-17.96620966599998,EPE - Projetos_Onshore - Projetos_Onshore1,onshore
823,1252,CEM (Antiga Camen),Central Energética Morrinhos S/A, ,24000.0,1364342400000.0,UTE.AI.GO.029546-9.01,6957,BIOMASSA,24,CENTRO-OESTE,52,Goiás,GO,340106.492,-49.18953455399999,-17.92371056499998,EPE - Projetos_Onshore - Projetos_Onshore1,onshore
824,40,Aliança,Energética Aliança Ltda.,Rio Ariranha,1840.0,1228089600000.0,CGH.PH.GO.029647-3.01,533,HIDRO,24,CENTRO-OESTE,52,Goiás,GO,340106.492,-51.89888888899993,-17.90888888899994,EPE - Projetos_Onshore - Projetos_Onshore1,onshore
825,1547,Santa Clara,Companhia Energética Santa Clara,Rio Mucuri,60000.0,1014163200000.0,UHE.PH.MG.002699-9.01,17391,HIDRO,15,NORDESTE,29,Bahia,BA,564732.45,-40.20182370599994,-17.89615334499993,EPE - Projetos_Onshore - Projetos_Onshore1,onshore
826,1308,Unidade de Bioenergia Alto Taquari,"OER Mineiros Energia S.A., Companhia Brasileira de Energia Renovável", ,72700.0,1366675200000.0,UTE.AI.MT.030038-1.01,21072,BIOMASSA,23,CENTRO-OESTE,51,Mato Grosso,MT,903202.446,-53.28199305599998,-17.83474388699998,EPE - Projetos_Onshore - Projetos_Onshore1,onshore
827,1336,Unidade de Bioenergia Morro Vermelho,OER Mineiros Energia S.A e Companhia Brasileira de Energia Renovável- BRENCO., ,72700.0,1358985600000.0,UTE.AI.GO.030040-3.01,21072,BIOMASSA,24,CENTRO-OESTE,52,Goiás,GO,340106.492,-53.02192344299989,-17.72462077599991,EPE - Projetos_Onshore - Projetos_Onshore1,onshore
828,1337,Jataí,Bioenergia Jataí Ltda., ,105000.0,1362009600000.0,UTE.AI.GO.030043-8.01,30435,BIOMASSA,24,CENTRO-OESTE,52,Goiás,GO,340106.492,-51.61553455399998,-17.691842999,EPE - Projetos_Onshore - Projetos_Onshore1,onshore
829,1284,Tropical Bioenergia II,Tropical Bioenergia S.A - Matriz, ,32000.0,1415836800000.0,UTE.AI.GO.031769-1.01,9275,BIOMASSA,24,CENTRO-OESTE,52,Goiás,GO,340106.492,-50.10313733199993,-17.6819402209999,EPE - Projetos_Onshore - Projetos_Onshore1,onshore
830,268,Aquarius,Aquarius Energética S.A.,Rio Correntes,4200.0,1158624000000.0,CGH.PH.MS.000859-1.02,1217,HIDRO,22,CENTRO-OESTE,50,Mato Grosso do Sul,MS,357145.531,-54.88834736499994,-17.61889751299999,EPE - Projetos_Onshore - Projetos_Onshore1,onshore
831,1441,Sonora,Companhia Agrícola Sonora Estância, ,10000.0,468460800000.0,UTE.AI.MS.027385-6.01,2899,BIOMASSA,22,CENTRO-OESTE,50,Mato Grosso do Sul,MS,357145.531,-54.76151625399999,-17.61731817299997,EPE - Projetos_Onshore - Projetos_Onshore1,onshore
832,1707,Ponte de Pedra,Tractebel Energia S/A,Rio Correntes,176100.0,1121731200000.0,UHE.PH.MT.002103-2.01,51043,HIDRO,23,CENTRO-OESTE,51,Mato Grosso,MT,903202.446,-54.82731281599992,-17.60779146299998,EPE - Projetos_Onshore - Projetos_Onshore1,onshore
833,1244,Unidade de Bioenergia Água Emendada,OER Mineiros Energia S.A; Companhia Brasileira de Energia Renovável- BRENCO, ,79828.0,1358985600000.0,UTE.AI.GO.030039-0.01,23139,BIOMASSA,24,CENTRO-OESTE,52,Goiás,GO,340106.492,-52.03963455399993,-17.52016266499992,EPE - Projetos_Onshore - Projetos_Onshore1,onshore
834,1104,Pirapora 3,100% para PIRAPORA III ENERGIAS RENOVAVEIS S.A. (PIE), ,31000.0,1525392000000.0,UFV.RS.MG.033186-4.01,8986,UFV,16,SUDESTE,31,Minas Gerais,MG,586520.732,-44.8854438339999,-17.40866366099996,EPE - Projetos_Onshore - Projetos_Onshore1,onshore
835,1105,Pirapora 4,100% para PIRAPORA IV ENERGIAS RENOVAVEIS S.A. (PIE), ,31000.0,1525392000000.0,UFV.RS.MG.033187-2.01,8986,UFV,16,SUDESTE,31,Minas Gerais,MG,586520.732,-44.8854438339999,-17.40866366099996,EPE - Projetos_Onshore - Projetos_Onshore1,onshore
836,1095,Pirapora 5,100% para Pirapora V Energias Renováveis S.A (PIE), ,31000.0,1506384000000.0,UFV.RS.MG.033188-0.01,8986,UFV,16,SUDESTE,31,Minas Gerais,MG,586520.732,-44.88972780299997,-17.40865703599995,EPE - Projetos_Onshore - Projetos_Onshore1,onshore
837,1106,Pirapora 2,100% para PIRAPORA II ENERGIAS RENOVAVEIS S.A. (PIE), ,31000.0,1463529600000.0,UFV.RS.MG.033185-6.01,8986,UFV,16,SUDESTE,31,Minas Gerais,MG,586520.732,-44.873552315,-17.40864743799995,EPE - Projetos_Onshore - Projetos_Onshore1,onshore
838,1096,Pirapora 6,100% para Pirapora VI Energias Renováveis S.A (PIE), ,31000.0,1507248000000.0,UFV.RS.MG.033189-9.01,8986,UFV,16,SUDESTE,31,Minas Gerais,MG,586520.732,-44.89613033300001,-17.40844353299996,EPE - Projetos_Onshore - Projetos_Onshore1,onshore
839,1097,Pirapora 7,100% para Pirapora VII Energias Renováveis S.A (PIE), ,31000.0,1506384000000.0,UFV.RS.MG.033190-2.01,8986,UFV,16,SUDESTE,31,Minas Gerais,MG,586520.732,-44.901487773,-17.40819315399994,EPE - Projetos_Onshore - Projetos_Onshore1,onshore
840,1098,Pirapora 9,100% para Pirapora IX Energias Renováveis S.A (PIE), ,31000.0,1506384000000.0,UFV.RS.MG.033192-9.01,8986,UFV,16,SUDESTE,31,Minas Gerais,MG,586520.732,-44.91220262799997,-17.40765580699997,EPE - Projetos_Onshore - Projetos_Onshore1,onshore
841,1094,Pirapora 10,100% para Pirapora X Energias Renováveis S.A. (PIE), ,31000.0,1506384000000.0,UFV.RS.MG.033193-7.01,8986,UFV,16,SUDESTE,31,Minas Gerais,MG,586520.732,-44.91860538899994,-17.40679076099999,EPE - Projetos_Onshore - Projetos_Onshore1,onshore
842,1534,Rochedo,Celg Geração e Transmissão S.A.,Rio Meia Ponte,13000.0,-2209161600000.0,UHE.PH.GO.002537-2.02,3768,HIDRO,24,CENTRO-OESTE,52,Goiás,GO,340106.492,-49.217222222,-17.38821666699997,EPE - Projetos_Onshore - Projetos_Onshore1,onshore
843,1825,Lar do Sol 1, , ,49500.0,,UFV.RS.MG.037830-5.01,14348,UFV,16,SUDESTE,31,Minas Gerais,MG,586520.732,-44.88218888599997,-17.36182777799996,EPE - Projetos_Onshore - Projetos_Onshore1,onshore
844,291,Diamantino,Diamantino Energia Ltda.,Rio Diamantino,3000.0,1629849600000.0,CGH.PH.GO.038152-7.01,870,HIDRO,24,CENTRO-OESTE,52,Goiás,GO,340106.492,-52.81228819700001,-17.34935731599994,EPE - Projetos_Onshore - Projetos_Onshore1,onshore
845,1599,Batalha (Antiga Paulista),Furnas Centrais Elétricas S.A.,Rio São Marcos,52500.0,1400284800000.0,UHE.PH.MG.029454-3.01,15217,HIDRO,24,CENTRO-OESTE,52,Goiás,GO,340106.492,-47.48944435299995,-17.34555526699995,EPE - Projetos_Onshore - Projetos_Onshore1,onshore
846,1277,Tropical Bioenergia,BP Bioenergia Tropical S.A., ,80000.0,1257984000000.0,UTE.AI.GO.030080-2.01,23188,BIOMASSA,24,CENTRO-OESTE,52,Goiás,GO,340106.492,-49.93442388999993,-17.33807999999997,EPE - Projetos_Onshore - Projetos_Onshore1,onshore
847,1349,NG Bioenergia I,Nova Gália Bioenergia Ltda., ,47000.0,1488585600000.0,UTE.AI.GO.031033-6.01,13623,BIOMASSA,24,CENTRO-OESTE,52,Goiás,GO,340106.492,-50.49572222099991,-17.33041666499998,EPE - Projetos_Onshore - Projetos_Onshore1,onshore
848,1735,Fênix, , ,32500.0,,UTE.FL.MT.029649-0.02,9420,BIOMASSA,23,CENTRO-OESTE,51,Mato Grosso,MT,903202.446,-53.27670277999996,-17.29406388999995,EPE - Projetos_Onshore - Projetos_Onshore1,onshore
849,62,SM-01,Agropecuária Maggi Ltda.,Rio Novo,800.0,469152000000.0,CGH.PH.MT.029210-9.01,232,HIDRO,23,CENTRO-OESTE,51,Mato Grosso,MT,903202.446,-54.92555555599996,-17.28388888899997,EPE - Projetos_Onshore - Projetos_Onshore1,onshore
850,196,Lago Azul,Lago Azul S.A.,Ribeirão Castelhano,3193.6,589075200000.0,CGH.PH.GO.001298-0.02,926,HIDRO,24,CENTRO-OESTE,52,Goiás,GO,340106.492,-47.52559673699992,-17.27960226099994,EPE - Projetos_Onshore - Projetos_Onshore1,onshore
851,127,SM-06,Agropecuária Maggi Ltda.,Rio Novo,264.0,470534400000.0,CGH.PH.MT.029208-7.01,77,HIDRO,23,CENTRO-OESTE,51,Mato Grosso,MT,903202.446,-54.93295190399998,-17.27382083199996,EPE - Projetos_Onshore - Projetos_Onshore1,onshore
852,1481,Lago Azul,Lago Azul S.A., ,5000.0,391737600000.0,UTE.AI.GO.029173-0.01,1449,BIOMASSA,24,CENTRO-OESTE,52,Goiás,GO,340106.492,-47.67853455399999,-17.253565222,EPE - Projetos_Onshore - Projetos_Onshore1,onshore
853,1112,Paracatu 4,100% para SOLAIRE PARACATU IV ENERGIA SOLAR SPE S.A (PIE), ,33000.0,1546992000000.0,UFV.RS.MG.033991-1.01,9565,UFV,16,SUDESTE,31,Minas Gerais,MG,586520.732,-47.08692132899996,-17.22385189499998,EPE - Projetos_Onshore - Projetos_Onshore1,onshore
854,1110,Paracatu 2,100% para SOLAIRE PARACATU II ENERGIA SOLAR SPE S.A. (PIE), ,33000.0,1549670400000.0,UFV.RS.MG.034000-6.01,9565,UFV,16,SUDESTE,31,Minas Gerais,MG,586520.732,-47.09220034199994,-17.22013817399993,EPE - Projetos_Onshore - Projetos_Onshore1,onshore
